timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1691364990803,1150,HTTP Request,200,OK,Thread Group 1-31,text,true,,650008,118,24,24,https://www.shopz.com.bd/,496,0,184
1691364990753,1200,HTTP Request,200,OK,Thread Group 1-30,text,true,,650028,118,24,24,https://www.shopz.com.bd/,505,0,203
1691364990902,1080,HTTP Request,200,OK,Thread Group 1-33,text,true,,650023,118,22,22,https://www.shopz.com.bd/,471,0,170
1691364990948,1037,HTTP Request,200,OK,Thread Group 1-34,text,true,,650018,118,21,21,https://www.shopz.com.bd/,526,0,217
1691364991000,1038,HTTP Request,200,OK,Thread Group 1-35,text,true,,650031,118,21,21,https://www.shopz.com.bd/,524,0,248
1691364991052,1028,HTTP Request,200,OK,Thread Group 1-36,text,true,,650030,118,21,21,https://www.shopz.com.bd/,531,0,283
1691364991102,1090,HTTP Request,200,OK,Thread Group 1-37,text,true,,650033,118,22,22,https://www.shopz.com.bd/,556,0,301
1691364991153,1146,HTTP Request,200,OK,Thread Group 1-38,text,true,,650014,118,23,23,https://www.shopz.com.bd/,557,0,312
1691364991199,1128,HTTP Request,200,OK,Thread Group 1-39,text,true,,650008,118,23,23,https://www.shopz.com.bd/,546,0,295
1691364991252,1150,HTTP Request,200,OK,Thread Group 1-40,text,true,,650014,118,24,24,https://www.shopz.com.bd/,545,0,279
1691364991352,1211,HTTP Request,200,OK,Thread Group 1-42,text,true,,650015,118,26,26,https://www.shopz.com.bd/,536,0,239
1691364991654,1079,HTTP Request,200,OK,Thread Group 1-48,text,true,,650026,118,28,28,https://www.shopz.com.bd/,441,0,252
1691364991399,1336,HTTP Request,200,OK,Thread Group 1-43,text,true,,650022,118,27,27,https://www.shopz.com.bd/,555,0,231
1691364991498,1237,HTTP Request,200,OK,Thread Group 1-45,text,true,,650017,118,27,27,https://www.shopz.com.bd/,505,0,189
1691364991453,1284,HTTP Request,200,OK,Thread Group 1-44,text,true,,650020,118,25,25,https://www.shopz.com.bd/,537,0,212
1691364991552,1186,HTTP Request,200,OK,Thread Group 1-46,text,true,,650018,118,24,24,https://www.shopz.com.bd/,499,0,209
1691364991601,1139,HTTP Request,200,OK,Thread Group 1-47,text,true,,650021,118,23,23,https://www.shopz.com.bd/,482,0,215
1691364991301,1554,HTTP Request,200,OK,Thread Group 1-41,text,true,,650017,118,25,25,https://www.shopz.com.bd/,859,0,607
1691364991702,1222,HTTP Request,200,OK,Thread Group 1-49,text,true,,650004,118,25,25,https://www.shopz.com.bd/,570,0,297
1691364991802,1207,HTTP Request,200,OK,Thread Group 1-51,text,true,,650022,118,26,26,https://www.shopz.com.bd/,493,0,289
1691364991752,1315,HTTP Request,200,OK,Thread Group 1-50,text,true,,650018,118,26,26,https://www.shopz.com.bd/,582,0,295
1691364991852,1305,HTTP Request,200,OK,Thread Group 1-52,text,true,,650017,118,27,27,https://www.shopz.com.bd/,497,0,274
1691364991903,1289,HTTP Request,200,OK,Thread Group 1-53,text,true,,650018,118,26,26,https://www.shopz.com.bd/,572,0,248
1691364991951,1277,HTTP Request,200,OK,Thread Group 1-54,text,true,,650019,118,26,26,https://www.shopz.com.bd/,552,0,226
1691364992103,1186,HTTP Request,200,OK,Thread Group 1-57,text,true,,650026,118,26,26,https://www.shopz.com.bd/,569,0,242
